-2.5,-12,-1,-1.5,-12,-1
-1.5,-12,-1,-1.5,-12,0
-1.5,-12,0,-2.5,-12,0
-2.5,-12,0,-2.5,-12,-1
-1.5,-12,-1,-1.5,-11,-1
-1.5,-11,-1,-1.5,-11,0
-1.5,-11,0,-1.5,-12,0
-1.5,-11,-1,-2.5,-11,-1
-2.5,-11,-1,-2.5,-11,0
-2.5,-11,0,-1.5,-11,0
-2.5,-11,-1,-2.5,-12,-1
-2.5,-12,0,-2.5,-11,0
-1.5,-12,-0.999999999987204,-0.5,-12,-0.999999999987204
-0.5,-12,-0.999999999987204,-0.5,-12,1.27959864926197E-11
-0.5,-12,1.27959864926197E-11,-1.5,-12,1.27959864926197E-11
-0.5,-12,-0.999999999987204,-0.5,-11,-0.999999999987204
-0.5,-11,-0.999999999987204,-0.5,-11,1.27959864926197E-11
-0.5,-11,1.27959864926197E-11,-0.5,-12,1.27959864926197E-11
-0.5,-11,-0.999999999987204,-1.5,-11,-0.999999999987204
-1.5,-11,1.27959864926197E-11,-0.5,-11,1.27959864926197E-11
-0.5,-12,-0.999999999987204,0.5,-12,-0.999999999987204
0.5,-12,-0.999999999987204,0.5,-12,1.27959864926197E-11
0.5,-12,1.27959864926197E-11,-0.5,-12,1.27959864926197E-11
0.5,-12,-0.999999999987204,0.5,-11,-0.999999999987204
0.5,-11,-0.999999999987204,0.5,-11,1.27959864926197E-11
0.5,-11,1.27959864926197E-11,0.5,-12,1.27959864926197E-11
0.5,-11,-0.999999999987204,-0.5,-11,-0.999999999987204
-0.5,-11,1.27959864926197E-11,0.5,-11,1.27959864926197E-11
1.5,-12,-0.999999999987204,2.5,-12,-0.999999999987204
2.5,-12,-0.999999999987204,2.5,-12,1.27959864926197E-11
2.5,-12,1.27959864926197E-11,1.5,-12,1.27959864926197E-11
1.5,-12,1.27959864926197E-11,1.5,-12,-0.999999999987204
2.5,-12,-0.999999999987204,2.5,-11,-0.999999999987204
2.5,-11,-0.999999999987204,2.5,-11,1.27959864926197E-11
2.5,-11,1.27959864926197E-11,2.5,-12,1.27959864926197E-11
2.5,-11,-0.999999999987204,1.5,-11,-0.999999999987204
1.5,-11,-0.999999999987204,1.5,-11,1.27959864926197E-11
1.5,-11,1.27959864926197E-11,2.5,-11,1.27959864926197E-11
1.5,-11,-0.999999999987204,1.5,-12,-0.999999999987204
1.5,-12,1.27959864926197E-11,1.5,-11,1.27959864926197E-11
2.5,-12,-0.999999999987204,3.5,-12,-0.999999999987204
3.5,-12,-0.999999999987204,3.5,-12,1.27959864926197E-11
3.5,-12,1.27959864926197E-11,2.5,-12,1.27959864926197E-11
3.5,-12,-0.999999999987204,3.5,-11,-0.999999999987204
3.5,-11,-0.999999999987204,3.5,-11,1.27959864926197E-11
3.5,-11,1.27959864926197E-11,3.5,-12,1.27959864926197E-11
3.5,-11,-0.999999999987204,2.5,-11,-0.999999999987204
2.5,-11,1.27959864926197E-11,3.5,-11,1.27959864926197E-11
0.5,-12,-0.999999999987204,1.5,-12,-0.999999999987204
1.5,-12,1.27959864926197E-11,0.5,-12,1.27959864926197E-11
1.5,-11,-0.999999999987204,0.5,-11,-0.999999999987204
0.5,-11,1.27959864926197E-11,1.5,-11,1.27959864926197E-11
-3.5,-18,-1,-2.5,-18,-1
-2.5,-18,-1,-2.5,-18,0
-2.5,-18,0,-3.5,-18,0
-3.5,-18,0,-3.5,-18,-1
-2.5,-18,-1,-2.5,-17,-1
-2.5,-17,-1,-2.5,-17,0
-2.5,-17,0,-2.5,-18,0
-2.5,-17,-1,-3.5,-17,-1
-3.5,-17,-1,-3.5,-17,0
-3.5,-17,0,-2.5,-17,0
-3.5,-17,-1,-3.5,-18,-1
-3.5,-18,0,-3.5,-17,0
-1.5,-18,-0.999999999987204,-0.5,-18,-0.999999999987204
-0.5,-18,-0.999999999987204,-0.5,-18,1.27959864926197E-11
-0.5,-18,1.27959864926197E-11,-1.5,-18,1.27959864926197E-11
-1.5,-18,1.27959864926197E-11,-1.5,-18,-0.999999999987204
-0.5,-18,-0.999999999987204,-0.5,-17,-0.999999999987204
-0.5,-17,-0.999999999987204,-0.5,-17,1.27959864926197E-11
-0.5,-17,1.27959864926197E-11,-0.5,-18,1.27959864926197E-11
-0.5,-17,-0.999999999987204,-1.5,-17,-0.999999999987204
-1.5,-17,-0.999999999987204,-1.5,-17,1.27959864926197E-11
-1.5,-17,1.27959864926197E-11,-0.5,-17,1.27959864926197E-11
-1.5,-17,-0.999999999987204,-1.5,-18,-0.999999999987204
-1.5,-18,1.27959864926197E-11,-1.5,-17,1.27959864926197E-11
-2.5,-18,-0.999999999987204,-1.5,-18,-0.999999999987204
-1.5,-18,1.27959864926197E-11,-2.5,-18,1.27959864926197E-11
-1.5,-17,-0.999999999987204,-2.5,-17,-0.999999999987204
-2.5,-17,1.27959864926197E-11,-1.5,-17,1.27959864926197E-11
-0.5,-18,-0.999999999987204,0.5,-18,-0.999999999987204
0.5,-18,-0.999999999987204,0.5,-18,1.27959864926197E-11
0.5,-18,1.27959864926197E-11,-0.5,-18,1.27959864926197E-11
0.5,-18,-0.999999999987204,0.5,-17,-0.999999999987204
0.5,-17,-0.999999999987204,0.5,-17,1.27959864926197E-11
0.5,-17,1.27959864926197E-11,0.5,-18,1.27959864926197E-11
0.5,-17,-0.999999999987204,-0.5,-17,-0.999999999987204
-0.5,-17,1.27959864926197E-11,0.5,-17,1.27959864926197E-11
0.5,-18,-0.999999999987204,1.5,-18,-0.999999999987204
1.5,-18,-0.999999999987204,1.5,-18,1.27959864926197E-11
1.5,-18,1.27959864926197E-11,0.5,-18,1.27959864926197E-11
1.5,-18,-0.999999999987204,1.5,-17,-0.999999999987204
1.5,-17,-0.999999999987204,1.5,-17,1.27959864926197E-11
1.5,-17,1.27959864926197E-11,1.5,-18,1.27959864926197E-11
1.5,-17,-0.999999999987204,0.5,-17,-0.999999999987204
0.5,-17,1.27959864926197E-11,1.5,-17,1.27959864926197E-11
1.5,-18,-0.999999999987204,2.5,-18,-0.999999999987204
2.5,-18,-0.999999999987204,2.5,-18,1.27959864926197E-11
2.5,-18,1.27959864926197E-11,1.5,-18,1.27959864926197E-11
2.5,-18,-0.999999999987204,2.5,-17,-0.999999999987204
2.5,-17,-0.999999999987204,2.5,-17,1.27959864926197E-11
2.5,-17,1.27959864926197E-11,2.5,-18,1.27959864926197E-11
2.5,-17,-0.999999999987204,1.5,-17,-0.999999999987204
1.5,-17,1.27959864926197E-11,2.5,-17,1.27959864926197E-11
10.5,-15,-0.999999999987204,11.5,-15,-0.999999999987204
11.5,-15,-0.999999999987204,11.5,-15,1.27959864926197E-11
11.5,-15,1.27959864926197E-11,10.5,-15,1.27959864926197E-11
10.5,-15,1.27959864926197E-11,10.5,-15,-0.999999999987204
11.5,-15,-0.999999999987204,11.5,-14,-0.999999999987204
11.5,-14,-0.999999999987204,11.5,-14,1.27959864926197E-11
11.5,-14,1.27959864926197E-11,11.5,-15,1.27959864926197E-11
11.5,-14,-0.999999999987204,10.5,-14,-0.999999999987204
10.5,-14,-0.999999999987204,10.5,-14,1.27959864926197E-11
10.5,-14,1.27959864926197E-11,11.5,-14,1.27959864926197E-11
10.5,-14,-0.999999999987204,10.5,-15,-0.999999999987204
10.5,-15,1.27959864926197E-11,10.5,-14,1.27959864926197E-11
9.5,-15,-0.999999999987204,10.5,-15,-0.999999999987204
10.5,-15,1.27959864926197E-11,9.5,-15,1.27959864926197E-11
9.5,-15,1.27959864926197E-11,9.5,-15,-0.999999999987204
10.5,-14,-0.999999999987204,9.5,-14,-0.999999999987204
9.5,-14,-0.999999999987204,9.5,-14,1.27959864926197E-11
9.5,-14,1.27959864926197E-11,10.5,-14,1.27959864926197E-11
9.5,-14,-0.999999999987204,9.5,-15,-0.999999999987204
9.5,-15,1.27959864926197E-11,9.5,-14,1.27959864926197E-11
8.5,-15,-0.999999999987204,9.5,-15,-0.999999999987204
9.5,-15,1.27959864926197E-11,8.5,-15,1.27959864926197E-11
8.5,-15,1.27959864926197E-11,8.5,-15,-0.999999999987204
9.5,-14,-0.999999999987204,8.5,-14,-0.999999999987204
8.5,-14,-0.999999999987204,8.5,-14,1.27959864926197E-11
8.5,-14,1.27959864926197E-11,9.5,-14,1.27959864926197E-11
8.5,-14,-0.999999999987204,8.5,-15,-0.999999999987204
8.5,-15,1.27959864926197E-11,8.5,-14,1.27959864926197E-11
7.5,-15,-0.999999999987204,8.5,-15,-0.999999999987204
8.5,-15,1.27959864926197E-11,7.5,-15,1.27959864926197E-11
7.5,-15,1.27959864926197E-11,7.5,-15,-0.999999999987204
8.5,-14,-0.999999999987204,7.5,-14,-0.999999999987204
7.5,-14,-0.999999999987204,7.5,-14,1.27959864926197E-11
7.5,-14,1.27959864926197E-11,8.5,-14,1.27959864926197E-11
7.5,-14,-0.999999999987204,7.5,-15,-0.999999999987204
7.5,-15,1.27959864926197E-11,7.5,-14,1.27959864926197E-11
6.5,-15,-0.999999999987204,7.5,-15,-0.999999999987204
7.5,-15,1.27959864926197E-11,6.5,-15,1.27959864926197E-11
6.5,-15,1.27959864926197E-11,6.5,-15,-0.999999999987204
7.5,-14,-0.999999999987204,6.5,-14,-0.999999999987204
6.5,-14,-0.999999999987204,6.5,-14,1.27959864926197E-11
